datetime,runoff_5,runoff_120,sc_5,sc_120,runoff,sc
1/14/06,56.56,45.95,81.08,88.46,110,73.87
1/15/06,71.52,46.86,79.68,87.83,151,65.86
1/16/06,93.88,48.12,76.47,87.25,93.5,60.86
1/18/06,100.68,49.44,68.46,86.16,120,71.85
1/19/06,108.04,50.44,67.26,85.63,170,65.85
1/20/06,120.04,51.85,65.66,85.04,94.6,66.84
2/3/06,66.3,59.25,77.4,78.5,101,76.78
2/4/06,77.3,60.09,76.79,78.03,133,68.78
2/5/06,86.2,61.19,75.19,77.45,243,59.78
2/6/06,119.7,63.21,71.78,76.8,141,59.77
5/13/06,22.64,39.12,83.78,77.82,159,67.37
5/14/06,51.02,39.76,80.38,77.73,178,60.36
5/15/06,83.3,40.32,75.37,77.62,153,56.36
5/16/06,108.8,40.34,70.57,77.54,133,57.36
5/17/06,130.88,40.67,65.36,77.51,119,58.35
6/4/06,27.3,36.16,76.89,77.13,177,58.28
6/7/06,80.72,34.52,66.08,77.04,410,51.26
6/8/06,158.3,37.2,60.87,76.95,322,38.26
6/9/06,210.48,39.31,53.47,76.74,138,44.26
6/10/06,202.68,39.98,50.66,76.57,158,48.25
6/11/06,216.28,40.88,48.66,76.46,123,49.25
6/24/06,19,40.63,66.8,75.7,129,63.19
6/25/06,40.38,41.46,66.8,75.6,355,38.19
6/26/06,107.54,44.2,61.6,75.34,185,41.18
3/9/09,38.4,41.97,76.45,78.78,103,71.04
4/7/09,49.68,45.44,72.53,76.92,97.3,64.92
4/12/09,58.58,42.11,65.31,76.05,94,62.9
4/22/09,35.66,38.61,66.07,74.59,105,59.85
4/23/09,51.48,39.05,64.86,74.4,106,56.85
7/24/09,12.67,26.07,70.48,71.77,268,48.46
7/25/09,64.37,28.17,65.87,71.53,124,44.46
10/25/09,7.33,12.27,93.29,78.21,95.1,70.07
11/15/09,15.1,11.93,77.8,79.12,105,64.99
12/3/09,37.5,12,68.12,80.06,121,57.91
12/4/09,51.98,12.92,66.32,79.95,97.8,53.91
12/14/09,54.3,17.25,61.88,78.97,110,54.86
12/27/09,33.34,22.23,65.42,76.84,155,61.81
12/28/09,57.2,23.44,65.02,76.7,132,52.81
1/18/10,24.04,30,71.13,73.78,94.6,70.72
1/25/10,41.68,33.06,66.1,72.55,123,65.69
1/26/10,54.44,34.08,66.3,72.35,222,41.68
1/27/10,89.54,35.92,61.49,72,97.3,46.68
2/24/10,22.02,41.03,73.17,66.31,138,77.56
2/25/10,45.4,42.05,74.17,66.33,228,49.56
2/26/10,86.74,43.76,69.37,66.12,355,37.55
2/27/10,153.26,46.33,62.36,65.86,138,47.55
3/14/10,39.78,52.72,63.7,63.98,673,31.49
3/15/10,166.4,57.89,57.49,63.61,338,34.48
3/16/10,226.7,59.83,51.69,63.36,192,40.48
3/17/10,258.38,60.99,47.29,63.14,126,45.47
3/18/10,277.28,61.74,43.68,62.95,95.1,48.47
3/23/10,67.36,63.05,52.06,62.24,217,48.45
3/24/10,91.74,64.62,52.06,62.06,275,36.44
3/25/10,132.18,66.65,49.25,61.79,128,42.44
3/26/10,145.54,67.48,47.25,61.56,103,45.44
3/29/10,129.58,68.6,44.64,61.07,340,40.42
3/30/10,142.58,71.13,45.43,60.83,946,17.42
3/31/10,306.18,78.75,40.43,60.4,476,20.41
4/1/10,380.78,82.39,35.42,60.01,205,30.41
4/2/10,405.58,83.83,31.82,59.69,146,36.41
4/3/10,422.6,84.04,29.01,59.51,110,40.4
12/13/10,17.98,13.13,70.95,78.3,268,37.34
12/14/10,68.82,15.36,64.74,77.94,96.5,39.33
2/3/11,60.02,31.08,72.33,68.36,105,71.12
2/6/11,78.8,32.21,72.92,68.4,125,78.1
2/7/11,94.16,33.13,73.91,68.44,118,75.1
2/8/11,101.62,34.02,74.11,68.45,111,87.1
2/9/11,102.82,34.87,77.3,68.55,101,95.09
2/18/11,74.8,39.43,89.07,70.18,101,95.05
2/19/11,81.72,40.19,90.26,70.37,129,96.05
2/25/11,62.66,43.43,94.04,71.43,136,87.03
2/26/11,71.8,44.47,92.63,71.51,227,61.02
3/1/11,116.1,47.61,77.02,71.16,114,74.01
3/6/11,73.82,50.11,77.6,70.89,129,75.99
3/7/11,76.82,50.89,78,70.85,436,44.98
3/8/11,148.22,54.33,71.99,70.54,176,48.98
3/9/11,169.36,55.52,66.19,70.34,103,56.97
3/11/11,185.26,56.29,57.38,70.16,159,59.97
3/12/11,191.26,57.34,54.17,70.09,147,55.96
3/13/11,133.46,58.4,56.37,69.98,93.2,58.96
4/17/11,52.94,61.03,70.62,72.02,218,57.81
4/18/11,92.64,62.6,66.82,71.9,117,53.81
8/16/11,21.47,18.93,82.32,70.63,126,54.3
8/28/11,6.08,15.64,65.47,70.74,170,59.25
8/29/11,38.02,16.78,65.46,70.68,131,51.25
9/7/11,15.86,17.74,58.02,69.7,98.8,55.21
9/8/11,32.02,18.44,58.02,69.57,238,47.21
9/9/11,76.62,20.29,56.21,69.38,155,39.2
9/24/11,13.32,20.27,56.55,67.22,101,55.14
10/20/11,46.16,25.3,55.64,63.85,216,43.03
10/21/11,71.04,27.06,53.24,63.64,97.2,42.03
10/30/11,49.5,30.27,50.2,62,106,49.99
11/23/11,42.88,38.4,51.3,58.26,107,47.89
12/8/11,40.78,44.55,49.44,55.18,383,26.82
12/9/11,110.14,47.6,44.83,54.73,138,28.82
4/23/12,7.28,24.48,69.86,56.89,186,51.25
4/24/12,43.01,25.73,66.46,56.91,94.1,43.24
5/10/12,22.64,25.6,56.19,57.03,95.8,51.18
5/16/12,32.32,25.23,53.57,57.33,97.2,47.15
12/28/12,53.16,13,54.42,66.74,99.7,51.2
1/31/13,20.02,22.12,66.27,63.21,99.4,58.06
2/9/13,29.52,25.18,62.24,62.59,102,61.02
2/10/13,43.3,26,62.23,62.56,94.8,62.02
2/27/13,51.1,31.3,66.56,62.83,161,61.95
2/28/13,76.42,31.89,65.76,62.85,208,44.94
3/1/13,112.02,33.24,61.15,62.72,125,47.94
3/2/13,123.72,34.09,57.15,62.62,95.7,49.93
3/13/13,60.36,39.15,59.9,61.69,142,54.89
6/8/13,31.9,38.84,67.94,66.25,505,29.52
6/9/13,127.82,42.78,60.33,65.97,144,35.52
6/11/13,161.52,43,49.92,65.61,189,39.51
6/12/13,196.56,43.94,43.52,65.44,200,36.51
6/13/13,223.42,44.99,36.92,65.25,110,39.5
6/14/13,144.42,45.47,38.91,65.06,347,29.5
6/15/13,185.02,48.03,37.71,64.78,163,32.49
6/16/13,201.8,49.11,35.5,64.52,93.1,39.49
1/7/14,49.32,9.43,83.84,80.3,104,85.63
2/22/14,55.54,23.12,87.85,82.41,111,88.44
3/13/14,27.44,28.59,90.17,84.74,100,78.36
3/30/14,28.14,34.17,82.5,84.05,428,50.28
3/31/14,107.38,37.6,76.49,83.77,205,44.28
4/1/14,142.74,39.19,69.09,83.43,120,53.28
4/16/14,41.28,45.16,75.43,81.48,228,58.21
4/17/14,78.36,46.94,72.42,81.15,116,60.21
5/1/14,36.68,49.59,75.36,79.85,180,62.15
5/2/14,65.6,50.88,72.96,79.7,116,57.15
12/9/14,31.72,6,96.43,113.25,93.9,84.22
12/10/14,46.56,6.78,93.23,113,148,65.21
1/28/15,34.48,20.6,85.62,98.4,99.1,82.01
3/11/15,50.38,34.55,91.24,89.44,113,81.83
3/12/15,62.74,35.48,88.24,89.22,145,86.83
3/13/15,82.9,36.68,87.04,89.07,95.5,90.82
3/14/15,93.24,37.46,87.23,88.94,105,86.82
3/15/15,104.48,38.33,86.83,88.77,179,76.82
3/16/15,127.5,39.8,84.62,88.5,96.1,85.81
3/27/15,47.28,43.82,98.98,86.65,254,66.76
3/28/15,88.96,45.61,92.97,86.45,148,65.76
3/29/15,110.3,46.59,85.97,86.13,98.2,71.76
4/3/15,81.8,49.16,76.55,84.88,112,69.74
4/4/15,84.56,49.93,76.14,84.63,133,64.73
4/5/15,95.16,50.89,73.94,84.31,103,65.73
4/21/15,40.44,52.34,85.07,84.16,207,64.66
4/22/15,74.22,53.85,81.27,84.01,111,65.66
1/11/16,22.54,6.77,94.56,116.7,128,65.55
2/4/16,23.92,14.05,78.86,107.55,93,65.45
2/17/16,39.6,19.14,80.8,100.63,190,69.39
2/25/16,41.66,23.51,75.17,96.1,173,65.36
2/26/16,66.48,24.92,73.97,95.57,106,66.35
4/7/16,54.78,35.11,77.39,82.89,94,71.18
4/8/16,66.44,35.87,75.59,82.57,178,63.18
10/22/16,8.39,4.23,108.16,95.05,168,72.35
1/12/17,40.48,21.69,71.82,85.01,108,66.01
1/24/17,31.9,26.04,73.77,83.05,104,65.96
1/25/17,44.08,26.9,71.96,82.83,116,63.95
4/1/17,64.88,36.22,78.09,79.35,234,63.67
4/2/17,101.4,37.76,74.28,79.31,146,55.67
4/4/17,114.88,39.18,66.27,79.07,115,59.66
4/5/17,125.68,39.96,62.87,78.96,114,60.66
4/6/17,138.02,40.74,59.67,78.85,103,60.65
4/7/17,111.82,41.43,59.06,78.75,139,59.65
5/6/17,36.76,43.84,79.74,78.73,135,75.53
5/14/17,28.54,43.52,75.31,79.09,179,59.49
5/15/17,57.86,44.6,71.5,79.03,129,55.49
6/7/17,31.5,45.02,68.81,77.75,100,64.39
1/12/18,22.12,23.94,88.49,91.66,115,76.47
1/13/18,40.9,24.89,85.48,91.36,428,41.47
1/14/18,122.42,28.45,75.88,90.73,124,46.47
1/24/18,48.84,33.48,72.24,87.01,128,56.42
2/11/18,62.02,41.74,88.76,82.1,122,81.35
2/12/18,73.38,42.74,89.16,81.85,163,71.34
2/26/18,59.38,49.23,86.1,78.89,95.2,78.29
3/2/18,65.8,45.84,79.28,78.67,238,66.27
3/3/18,97.72,47.36,76.28,78.56,339,43.26
3/4/18,146.48,49.8,69.27,78.26,133,51.26
3/5/18,160.3,50.58,64.07,78.03,92.4,57.26
4/16/18,25.54,57.52,81.69,78.52,144,73.08
4/17/18,48.58,58.54,80.09,78.47,182,59.08
4/26/18,40.44,61.37,71.85,77.71,97.6,73.04
9/26/18,10.98,6.2,90.21,94.58,245,53.39
9/27/18,57.72,8.15,82.6,94.33,108,54.39
10/3/18,39.5,10.26,66.38,93.15,122,62.37
10/12/18,22.72,12.64,69.74,91.22,158,61.33
11/3/18,42.3,19.31,64.05,86.45,129,55.24
11/4/18,55.12,20.37,62.44,86.14,93.6,54.23
11/7/18,76.18,22.2,56.23,85.3,121,49.22
11/10/18,74.26,24.18,52.02,84.33,198,40.21
11/11/18,102.82,25.83,49.21,83.9,100,42.2
11/13/18,96.36,27.19,46.21,83.09,216,37.19
11/14/18,126.08,28.99,43.6,82.63,163,33.19
11/16/18,126.18,31.05,39.19,81.8,105,40.18
11/17/18,127.18,31.91,38.79,81.45,97.2,42.18
11/25/18,59.4,36.25,50.16,78.59,109,47.14
11/26/18,65.4,37.12,50.35,78.18,95.3,43.14
11/27/18,68.78,37.9,49.55,77.66,198,34.13
11/28/18,97.06,39.53,46.54,77.05,106,36.13
12/3/18,71.48,42.45,42.12,74.43,92.3,41.11
12/21/18,38.76,46.58,52.85,67.02,122,45.03
12/22/18,58.56,47.58,50.04,66.6,201,32.03
12/29/18,46.98,51.89,44.41,63.2,95,44
1/1/19,57.8,53.55,45.2,61.67,113,38.99
1/5/19,68.2,56.01,41.78,59.54,115,38.97
1/6/19,82.42,56.97,40.38,59.03,201,27.97
1/21/19,23.86,61,57.32,54.15,118,47.9
1/22/19,43.22,61.93,55.71,53.79,168,54.9
1/23/19,72.74,63.3,54.91,53.48,126,61.9
1/24/19,94.2,64.14,55.5,53.29,307,47.89
1/25/19,151.82,64.66,53.3,53.24,281,21.89
1/26/19,200,66.1,46.9,52.97,106,30.88
3/16/19,41.16,56.97,63.89,51.01,147,47.68
4/15/19,50.36,52.81,57.16,52.98,96.9,48.55
4/23/19,55.34,51.95,54.73,53.36,132,49.52
4/27/19,78.48,53.17,52.11,53.61,261,36.5
4/28/19,117.56,54.89,48.51,53.53,122,38.5
11/25/19,24.16,11.05,70.42,75.87,123,51.61
12/10/19,27.76,15.41,61.76,72.06,209,42.55
12/11/19,64.3,17.14,58.36,71.66,125,39.54
12/14/19,100.54,19.22,47.34,70.46,246,39.53
12/15/19,141.46,21.27,43.14,70.03,159,35.53
1/26/20,17.5,32.82,72.96,65.78,94.8,52.35
3/24/20,35.82,39.56,59.12,59.54,180,35.11
4/10/20,40.38,40.34,49.05,57.98,99.4,42.04
4/13/20,57.3,38.91,45.44,57.94,134,38.02
4/14/20,78.34,38.7,42.83,57.96,223,27.02
4/15/20,111.8,39.85,38.63,57.83,97.3,31.01
4/22/20,64.6,41,39.8,56.65,93.6,37.98
5/1/20,59.46,41.96,41.96,55.28,130,35.95
5/2/20,75.34,42.59,40.56,55.14,96.3,34.94
12/1/20,27.08,4.11,83.26,97.71,160,58.05
12/5/20,60.64,6.34,66.64,96.76,99.8,55.03
12/6/20,73.58,7.17,61.04,96.42,171,42.03
12/25/20,18.32,13.04,61.96,89.98,402,38.95
12/26/20,94.96,16.38,57.56,89.49,252,29.94
12/27/20,141.76,18.48,51.35,88.91,106,35.94
1/16/21,18.24,25,59.67,82.81,145,45.86
1/17/21,43.28,26.2,57.06,82.42,129,35.85
4/1/21,44.7,39.28,57.75,55.62,101,48.54
4/17/21,30.82,37.78,59.49,55.83,108,50.47
5/29/21,7.78,31.79,60.71,57.14,127,47.3
5/31/21,49.49,33.31,54.3,56.9,113,41.29
7/9/21,53.12,32.43,50.74,55.66,259,35.12
7/10/21,91.4,34.43,47.13,55.43,223,25.12
7/11/21,127.26,36.08,41.73,55.11,103,30.12
7/12/21,141.44,36.79,37.32,54.83,111,32.11
7/13/21,154.7,37.57,33.72,54.57,96.3,33.11
7/18/21,62.1,39.16,38.5,53.64,161,30.09
