datetime,runoff_5,runoff_120,sc_5,sc_120,runoff,sc
3/10/11,3897,823.28,287.2,520.42,3110,292
3/11/11,4362,847.13,272.6,519.84,12700,180
3/12/11,6560,951.02,236,518.25,5430,232
3/13/11,5386,994.49,245.4,517.06,2940,268
3/24/11,1434,1136.09,358.4,513.42,2940,483
4/13/11,895.6,1212.49,353.2,525.73,4130,253
4/17/11,2082.6,1269.91,308.25,528.28,14600,145
4/18/11,4812,1388.28,251,526.77,4670,223
4/28/11,2304,1558.67,280.33,523.39,2650,269
4/29/11,2394,1577.58,274.33,522.12,2800,228
5/19/11,1689.4,1735.42,283,482.97,3260,218
5/20/11,2204,1755.32,260.2,472.68,3160,216
8/14/11,348.4,995.72,316.2,310.31,3920,214
8/15/11,1035.6,1013.63,301.2,309.5,4000,199
8/16/11,1738.6,925.3,279,309.98,2720,212
9/6/11,1144.4,1251.69,297.67,308.07,3320,260
9/7/11,1504.4,1272.23,288.25,307.64,13500,130
9/10/11,9604.6,1617.85,231,305.57,4280,215
9/11/11,10280,1647.68,201.67,304.53,2850,236
9/24/11,1034.4,1599.18,286.2,306.91,3830,203
9/28/11,1774,1634.33,250.4,304.45,4760,208
9/29/11,2450,1667.54,236,303.47,5800,156
9/30/11,2844,1710.55,226.6,301.98,3710,193
10/2/11,3552,1751.96,212.6,299.83,3020,223
10/30/11,751.2,1891.48,318.8,286.32,3090,346
11/23/11,820,2041.28,294.2,277.67,11100,140
11/24/11,2854.8,2128.14,266.6,276.31,4200,174
11/30/11,1498,2205.2,246.8,273.3,3540,205
12/8/11,1344,2293.85,260.4,268.34,10800,128
12/9/11,3256,2379.81,235.2,266.67,3390,189
12/23/11,960.2,2374.43,273.2,266.47,2990,212
12/28/11,1644,1988.23,236.4,265,4270,167
1/12/12,660,1533.07,296.6,266.33,4590,196
1/13/12,1437.8,1558.57,276.6,265.74,2710,183
1/27/12,1335.2,1514.81,420.8,274.19,2710,330
4/23/12,305.8,749.44,359.4,325.64,4510,186
6/2/12,520.6,550.2,296.2,323.91,3020,212
12/21/12,745.6,379.63,350.8,349.7,7140,193
12/22/12,2114.4,436.94,310.8,348.59,4010,168
12/27/12,1523.2,486.58,270.4,347.64,4190,435
1/31/13,457.6,608.87,435.8,390.68,3970,405
3/13/13,715.4,758.19,584.4,452.71,2950,332
6/28/13,700.2,1116.91,311.2,364.13,4340,175
7/1/13,1603.8,1141.55,254,359.78,4380,205
7/2/13,2341,1171.43,231.8,358.2,4110,176
7/29/13,666,1157.11,289,321.33,4050,151
11/27/13,220.2,403.51,356,324.27,3460,214
12/30/13,842.2,456.74,475.8,398.57,3150,328
1/6/14,596.8,478.36,432.4,405.81,2800,778
1/12/14,1243,531.78,623,421.78,3850,445
2/6/14,687,636.81,831,469.26,3060,1220
2/22/14,1132,765.54,902.6,538.95,7700,638
2/23/14,2490,827.75,858.4,541.44,2920,542
2/24/14,2908,850.09,811.8,543.14,2760,490
3/12/14,1307.4,972.1,409.8,560.01,3030,275
3/13/14,1806.2,995.69,372.8,559.35,3120,322
3/20/14,1072.2,1064.14,352.8,559.14,3000,353
3/30/14,840.6,1107.49,366.8,562.04,8320,229
3/31/14,2327.4,1173.43,341.8,561.58,5110,239
4/16/14,1003.6,1295.51,353.8,534.84,5220,208
4/30/14,710.8,1311.27,352.6,492.71,4260,298
5/1/14,1436.8,1337.68,341.8,492.04,19000,138
5/2/14,5057.6,1490.04,296.4,489.96,6510,240
5/3/14,6201.6,1539.15,275.4,488.63,3040,264
6/14/14,1222.4,1566.56,282.8,386.06,3510,180
12/7/14,754.4,323.58,419.2,356.42,3670,237
12/9/14,1483.6,360.1,340.8,354.63,4420,262
12/10/14,2219.2,394.72,313.8,353.83,3200,246
1/19/15,910.8,560.3,599.6,383.92,5390,375
3/10/15,1389.8,729.46,1230,581.21,3180,813
3/11/15,1539.8,754.42,1080.6,584.57,4750,615
3/12/15,2147.8,792.46,981.6,586.4,5040,384
3/13/15,2958.2,832.89,822.4,586.44,2950,402
3/14/15,3400,855.81,664.8,586.62,5190,375
3/15/15,4222,897.27,517.8,586.66,4820,340
3/16/15,4550,935.71,423.2,586.43,2610,386
3/17/15,4122,955.82,377.4,586.54,2670,356
3/27/15,1033.8,1033.18,520,594.44,3770,406
12/24/15,347.6,286.56,372.8,373.88,2870,256
1/10/16,319,357.93,427.2,380.03,4730,259
1/11/16,1202,394.55,397.4,379.53,3010,219
2/4/16,868,470.91,684.2,414.37,9370,235
2/5/16,2661,547.73,592.2,412.87,4110,351
2/17/16,994.4,665.18,558.2,418.26,2830,566
2/25/16,947.4,730.36,473.8,427.43,9280,234
2/26/16,2666.4,804.72,419.6,426.67,3050,289
7/31/16,449.4,349.38,297.8,378.08,5580,186
8/1/16,1442,392.02,279.8,376.03,3610,189
1/24/17,501.8,303.47,557.2,431.58,4360,317
3/31/17,1059.2,521.94,459.8,561.31,3630,354
4/1/17,1652.4,536.28,434.8,562.03,5810,242
4/4/17,2800.6,604.81,336.4,561.53,2790,314
4/7/17,2138,655.98,318.8,559.3,4730,224
5/14/17,690.2,782.33,367.4,488.03,2710,236
5/26/17,495.8,768.74,381.6,466.22,3410,212
10/30/17,346.2,370.84,373.4,367.68,5510,198
1/13/18,701.8,351.38,473.4,435.2,4820,465
2/11/18,1101.2,490.61,701.6,491.59,5530,467
2/12/18,2061.6,534.66,690,492.28,4370,327
2/25/18,1304,668.52,477.4,501.23,3870,358
2/26/18,1798,698.83,445.4,500.95,2800,317
3/2/18,2038.6,682.92,358,504.4,5910,290
3/3/18,2446.6,728.1,344.4,504.25,4330,326
4/16/18,507,1029.59,449.4,527.7,6480,317
4/17/18,1679,1080.61,422.8,526.1,4780,263
5/27/18,1130.2,1210.58,333.6,458.28,3080,272
5/28/18,1584,1232.51,316.2,456.22,2980,278
8/4/18,461.8,761.79,387.6,384.94,4020,222
8/18/18,891.8,734.66,318,372.79,2730,253
8/22/18,1236,755.33,303,369.98,2950,252
9/26/18,736.4,695.56,366,364.21,3140,228
9/28/18,1434,711.72,319.6,362.57,7390,179
9/29/18,2823.4,767.87,278.8,360.96,3030,227
10/12/18,861.2,825.31,363.8,354.94,3940,215
11/3/18,581.8,916.26,359.4,344.14,5310,213
11/7/18,2241.2,995.56,270.8,339.36,2610,243
11/10/18,1772,1035.22,274.8,335.41,4020,215
11/13/18,1948,1086.93,269.4,331.66,3650,246
11/14/18,2400,1114.38,263.2,330.28,2650,235
11/16/18,2144,1141.48,263.4,328.29,3060,532
11/17/18,2420,1164.65,317.2,329.67,3470,422
11/18/18,2872,1191.93,342.4,329.98,2920,351
11/25/18,1368,1235.17,341.6,331.35,12100,168
11/26/18,3400,1327.58,308.4,330.2,6070,216
11/27/18,4306,1374.05,285,329.43,7000,192
11/28/18,5452,1429.24,255.4,328.04,3240,253
12/2/18,3120,1484.81,266.8,324.4,3610,261
12/3/18,2442,1481.39,280.6,324.73,2800,248
12/16/18,911,1504.31,338.6,324.54,3060,281
12/17/18,1347.4,1507.06,326.6,324.78,3640,207
12/21/18,2216,1525.13,262.4,323.7,7180,197
12/22/18,3040,1573.79,245.6,323.17,4940,183
12/28/18,1646,1653.44,282,319.13,3650,260
12/29/18,1894,1680.03,285,318.22,3960,202
1/1/19,2514,1733.98,260.4,314.82,6350,174
1/2/19,3548,1783.79,233.8,312.94,2710,225
1/5/19,2832,1826.63,244,309.19,2920,265
1/6/19,3080,1847.18,241.2,308.02,3250,206
1/20/19,807.6,1886.83,340.4,305.12,4970,465
1/24/19,2177.6,1944.67,413.4,307.01,4130,361
1/25/19,2846,1952.92,412.8,308.12,6810,211
2/24/19,1529.4,2035.03,611.4,337.54,3020,452
3/10/19,1017.2,2016.13,604.8,363.88,3480,459
3/11/19,1445.2,2011.63,526.6,365.92,3220,366
3/16/19,1936,2002.97,376,370.61,3280,300
3/22/19,1222,1955.38,347.6,368.3,5350,265
3/23/19,1992,1989.38,337,367.68,2700,282
4/15/19,898.8,1714.37,363.8,378.68,4020,240
4/20/19,1791,1696.66,291.6,379.89,2770,275
5/5/19,770.2,1474.59,343.8,388.68,3670,258
5/6/19,1336.8,1480.84,328.6,388.63,5390,187
5/8/19,2592.2,1503.18,280,388.5,2710,247
5/12/19,1882,1515.51,273.4,387.39,4000,251
5/13/19,2216,1540.51,272.8,386.84,5840,189
5/14/19,2842,1581.14,261.2,385.74,4740,210
5/15/19,3462,1612.96,247.8,384.78,2910,251
5/30/19,974,1522.22,320.6,379.17,4100,202
5/31/19,1614,1546.3,300,377.53,6310,156
6/19/19,1090.6,1551.98,326.8,354.81,5240,179
6/21/19,2217.2,1597.76,286.2,350.56,2610,248
7/12/19,589.6,1473.71,343.2,312.03,2800,238
7/23/19,1262.8,1394.08,265.6,307.64,2800,245
8/8/19,589.4,1388.19,330.2,301.13,2820,213
11/1/19,1358.2,623.07,250.4,303.58,3490,215
12/10/19,729.4,580.13,487,326.38,4140,299
12/14/19,2074,644.82,375.8,325.85,3950,320
12/17/19,1992,697.88,345.2,324.37,3190,369
12/18/19,2334,720.69,341.4,324.78,2880,312
1/26/20,795,844.26,511.6,358.27,3600,282
4/13/20,645.2,903.8,319.8,345.68,4750,227
4/14/20,1439.8,924.88,299.2,344.96,5260,170
5/1/20,964.6,935.84,276.4,332.25,4290,214
7/11/20,574,803.2,333.8,315.08,2900,194
8/4/20,425.2,735.58,309.4,316.41,3910,211
8/5/20,1140.6,763.54,283.8,315.4,4570,141
10/30/20,450.2,504.9,365.6,323.88,3530,206
11/30/20,697.8,570.58,292.6,317.27,3100,239
12/1/20,1226.6,593.63,275.8,316.73,9430,126
12/5/20,3387.2,626.81,210.33,318.08,2850,225
12/25/20,674.2,685.38,513.37,330.23,10700,247
12/26/20,2704.4,771.54,461.37,329.35,4760,237
1/2/21,1214.8,859.04,300.4,325.79,4350,218
2/28/21,1555.4,1086.89,832.6,435.22,3380,422
3/1/21,2073.6,1100.81,709,437.21,5450,338.62
3/2/21,2978,1138.61,548.72,438,3680,317
3/25/21,1005,1276.01,343.2,445.15,5420,215
4/12/21,665.4,1222.09,354.6,450.88,2860,285.65
7/18/21,591.6,728.76,330,345.9,8440,130
8/22/21,429.2,583.15,332.4,347.12,5720,169
8/23/21,1514.8,628.09,291.4,345.52,12800,129
