datetime,year,rainfall,runoff
1981-01-01,1981,1.175925374948489,380.0
1981-01-02,1981,4.777895512865551,370.0
1981-01-03,1981,0.8735223892909377,360.0
1981-01-04,1981,1.74964179465575,350.0
1981-01-05,1981,0.18734328153216517,350.0
1981-01-06,1981,0.0,350.0
1981-01-07,1981,4.3808656592867266,350.0
1981-01-08,1981,0.14461194320734758,350.0
1981-01-09,1981,0.4889253715623115,350.0
1981-01-10,1981,1.467014931837347,350.0
1981-01-11,1981,1.378880600875883,340.0
1981-01-12,1981,0.04723880597070527,340.0
1981-01-13,1981,0.06185074658272093,340.0
1981-01-14,1981,0.0,340.0
1981-01-15,1981,0.08770149239901898,340.0
1981-01-16,1981,4.04937311784545,340.0
1981-01-17,1981,0.2923731338910397,340.0
1981-01-18,1981,0.0,340.0
1981-01-19,1981,0.0,340.0
1981-01-20,1981,0.0,350.0
1981-01-21,1981,0.0,350.0
1981-01-22,1981,0.0,350.0
1981-01-23,1981,0.0,360.0
1981-01-24,1981,0.0,360.0
1981-01-25,1981,0.0,370.0
1981-01-26,1981,0.0,370.0
1981-01-27,1981,1.214014924548344,380.0
1981-01-28,1981,1.0466865704485229,390.0
1981-01-29,1981,1.95459702299602,380.0
1981-01-30,1981,0.0,380.0
1981-01-31,1981,0.0,370.0
1981-02-01,1981,6.071761188222401,370.0
1981-02-02,1981,5.40952239819427,370.0
1981-02-03,1981,4.439850746695675,370.0
1981-02-04,1981,1.7338507562430936,360.0
1981-02-05,1981,0.34291044751411554,360.0
1981-02-06,1981,5.4086417902761434,360.0
1981-02-07,1981,2.6261194108137444,360.0
1981-02-08,1981,5.1578059730245105,360.0
1981-02-09,1981,1.9501194073193109,360.0
1981-02-10,1981,1.4393134325353512,360.0
1981-02-11,1981,16.780194069022563,370.0
1981-02-12,1981,1.0135373179592304,380.0
1981-02-13,1981,1.4540746269831017,400.0
1981-02-14,1981,0.0,420.0
1981-02-15,1981,0.0,450.0
1981-02-16,1981,0.0,500.0
1981-02-17,1981,0.0,600.0
1981-02-18,1981,0.07437313406088793,700.0
1981-02-19,1981,2.9850747686491083e-05,834.0
1981-02-20,1981,0.0,1190.0
1981-02-21,1981,0.0,1220.0
1981-02-22,1981,0.0,1070.0
1981-02-23,1981,4.473447749863809,977.0
1981-02-24,1981,3.162373133559725,1040.0
1981-02-25,1981,0.0,1050.0
