datetime,year,rainfall,runoff
1981-01-01,1981,1.6376666492886014,18.0
1981-01-02,1981,1.2755555311838787,18.0
1981-01-03,1981,0.6471111112170749,18.0
1981-01-04,1981,0.0,18.0
1981-01-05,1981,0.0,18.0
1981-01-06,1981,0.0,18.0
1981-01-07,1981,4.027222235997518,18.0
1981-01-08,1981,0.0,18.0
1981-01-09,1981,0.0025555554829123947,18.0
1981-01-10,1981,0.9485555423630608,18.0
1981-01-11,1981,0.0001111111163886057,18.0
1981-01-12,1981,0.0,18.0
1981-01-13,1981,0.0,18.0
1981-01-14,1981,0.0,18.0
1981-01-15,1981,3.5716666645473905,18.0
1981-01-16,1981,6.9613333278232155,18.0
1981-01-17,1981,0.0,18.0
1981-01-18,1981,0.0,18.0
1981-01-19,1981,0.0,19.0
1981-01-20,1981,0.0,19.0
1981-01-21,1981,0.0,19.0
1981-01-22,1981,0.0,19.0
1981-01-23,1981,0.0,18.0
1981-01-24,1981,0.0,18.0
1981-01-25,1981,0.0,18.0
1981-01-26,1981,0.3517777754200829,18.0
1981-01-27,1981,0.004666666655490796,18.0
1981-01-28,1981,1.2245555453830295,18.0
1981-01-29,1981,1.3008888827429876,17.0
1981-01-30,1981,0.0,17.0
1981-01-31,1981,0.0,17.0
1981-02-01,1981,2.60844447877672,17.0
1981-02-02,1981,3.5818889141082764,17.0
1981-02-03,1981,0.00033333333623078134,17.0
1981-02-04,1981,0.7849999931123521,17.0
1981-02-05,1981,0.0,17.0
1981-02-06,1981,1.701111117998759,17.0
1981-02-07,1981,2.210666682985094,17.0
1981-02-08,1981,4.777000003390842,17.0
1981-02-09,1981,0.0,17.0
1981-02-10,1981,0.0,17.0
1981-02-11,1981,4.711999999152289,17.0
1981-02-12,1981,0.0,17.0
1981-02-13,1981,0.1099999994944988,17.0
1981-02-14,1981,0.0,17.0
1981-02-15,1981,0.0,19.0
1981-02-16,1981,0.0,21.0
1981-02-17,1981,0.0,22.0
1981-02-18,1981,0.0,23.0
1981-02-19,1981,2.216111103693644,25.0
1981-02-20,1981,0.0,26.0
1981-02-21,1981,0.0,29.0
1981-02-22,1981,4.992999977535671,32.0
1981-02-23,1981,13.157999992370605,41.0
1981-02-24,1981,7.123666551378038,46.0
1981-02-25,1981,0.0,46.0
1981-02-26,1981,0.0,43.0
1981-02-27,1981,0.0,42.0
1981-02-28,1981,5.575555536482069,42.0
1981-03-01,1981,0.0,40.0
1981-03-02,1981,6.081000010172526,40.0
1981-03-03,1981,0.0,39.0
1981-03-04,1981,5.270111136966282,36.0
1981-03-05,1981,0.0,36.0
1981-03-06,1981,2.2117777930365667,35.0
1981-03-07,1981,0.0,33.0
1981-03-08,1981,0.0,32.0
1981-03-09,1981,0.0,31.0
1981-03-10,1981,1.061777777141995,28.0
1981-03-11,1981,0.0,28.0
1981-03-12,1981,0.0,28.0
1981-03-13,1981,0.15200000339084202,26.0
1981-03-14,1981,0.0,25.0
1981-03-15,1981,0.0,24.0
1981-03-16,1981,0.0,25.0
1981-03-17,1981,5.2568888664245605,25.0
