STATION,NAME,DATE,T
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/13/23,6.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/14/23,3.1
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/15/23,5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/16/23,7.5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/17/23,5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/18/23,0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/19/23,2.5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/20/23,0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/21/23,5.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/22/23,4.2
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/23/23,3.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/24/23,-4.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/25/23,-3.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/26/23,-3.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/27/23,-2.5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/28/23,-6.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/29/23,-5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",11/30/23,-0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/1/23,5.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/2/23,4.2
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/3/23,4.2
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/4/23,2.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/5/23,1.1
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/6/23,-0.3
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/7/23,3.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/8/23,4.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/9/23,9.7
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/10/23,2.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/11/23,-1.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/12/23,0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/13/23,-3.3
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/14/23,0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/15/23,3.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/16/23,4.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/17/23,6.7
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/18/23,1.7
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/19/23,-0.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/20/23,0.6
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/21/23,1.1
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/22/23,3.1
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/23/23,5.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/24/23,7.2
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/25/23,9.4
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/26/23,10.8
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/27/23,7.5
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/28/23,5.3
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/29/23,3.9
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/30/23,1.1
USW00094889,"ANN ARBOR MUNICIPAL AIRPORT, MI US",12/31/23,2.2
